id,idProject,refType,idResource,id_activity,rate,assignedWork,realWork,leftWork,plannedWork,realStartDate,realEndDate,idRole,dailyCost,assignedCost,realCost,leftCost,plannedCost
336,48,Activity,25,108,100,,2.25000,,2.25000,2018-09-26 00:00:00,2019-01-03 00:00:00,1,,,,,
337,48,Activity,4,109,100,,,,,,,,,,,,
338,48,Activity,7,109,100,,,,,,,,,,,,
339,48,Activity,25,109,100,,14.50000,,14.50000,2018-04-06 00:00:00,2019-01-11 00:00:00,1,,,,,
340,48,Activity,4,110,100,,,,,,,,,,,,
341,48,Activity,7,110,100,,,,,,,,,,,,
342,48,Activity,25,110,100,,2.50000,,2.50000,2018-05-05 00:00:00,2018-12-20 00:00:00,1,,,,,
343,48,Activity,4,111,100,,,,,,,,,,,,
344,48,Activity,7,111,100,,,,,,,,,,,,
345,48,Activity,25,111,100,,5.00000,,5.00000,2018-10-02 00:00:00,2018-11-29 00:00:00,1,,,,,
346,48,Activity,4,112,100,,,,,,,,,,,,
347,48,Activity,7,112,100,,,,,,,,,,,,
348,48,Activity,25,112,100,,,,,,,,,,,,
349,48,Activity,4,113,100,,,,,,,,,,,,
350,48,Activity,7,113,100,,,,,,,,,,,,
351,48,Activity,25,113,100,,,,,,,,,,,,
352,48,Activity,4,114,100,,,,,,,,,,,,
353,48,Activity,7,114,100,,,,,,,,,,,,
354,48,Activity,25,114,100,,2.50000,,2.50000,2018-04-25 00:00:00,2018-04-27 00:00:00,1,,,,,
355,4,Activity,15,115,100,,2.00000,,2.00000,2018-02-23 00:00:00,2018-03-21 00:00:00,,,,,,
356,4,Activity,5,115,100,,,,,,,,,,,,
357,29,Activity,15,116,100,,,,,,,,,,,,
358,49,Activity,9,118,100,,42.50000,,42.50000,2018-01-02 00:00:00,2018-03-02 00:00:00,,,,,,
359,50,Activity,9,119,100,,,,,,,,,,,,
360,50,Activity,9,120,100,,33.50000,,33.50000,2018-03-05 00:00:00,2018-05-28 00:00:00,,,,,,
361,50,Activity,9,121,100,,42.50000,,42.50000,2018-04-17 00:00:00,2018-06-29 00:00:00,,,,,,
362,29,Activity,15,122,100,,20.00000,,20.00000,2018-03-12 00:00:00,2019-01-31 00:00:00,,,,,,
363,29,Activity,15,123,100,,5.25000,,5.25000,2018-03-12 00:00:00,2018-04-24 00:00:00,,,,,,
364,43,Activity,15,125,100,,1.00000,,1.00000,2018-01-26 00:00:00,2018-01-26 00:00:00,,,,,,
365,43,Activity,5,125,100,,1.00000,,1.00000,2018-02-06 00:00:00,2018-03-01 00:00:00,,,,,,
366,32,Activity,5,59,100,,,,,,,,,,,,
367,22,Activity,27,55,100,,23.50000,,23.50000,2018-03-13 00:00:00,2019-01-07 00:00:00,,,,,,
368,22,Activity,5,55,100,,5.50000,,5.50000,2018-01-15 00:00:00,2019-04-15 00:00:00,,,,,,
369,22,Activity,5,56,100,,0.25000,,0.25000,2018-03-02 00:00:00,2018-03-02 00:00:00,,,,,,
370,22,Activity,5,57,100,,,,,,,,,,,,
371,22,Activity,5,58,100,,,,,,,,,,,,
372,22,Activity,5,79,100,,0.25000,,0.25000,2018-02-02 00:00:00,2018-02-02 00:00:00,,,,,,
373,22,Activity,5,126,100,,,,,,,,,,,,
374,22,Activity,5,127,100,,,,,,,,,,,,
375,22,Activity,5,128,100,,,,,,,,,,,,
376,22,Activity,5,129,100,,,,,,,,,,,,
377,22,Activity,5,130,100,,,,,,,,,,,,
378,22,Activity,5,131,100,,,,,,,,,,,,
379,22,Activity,5,132,100,,,,,,,,,,,,
380,11,Activity,5,133,100,,,,,,,,,,,,
381,11,Activity,5,134,100,,,,,,,,,,,,
382,11,Activity,5,135,100,,,,,,,,,,,,
383,11,Activity,5,136,100,,,,,,,,,,,,
384,22,Activity,26,55,100,,7.00000,,7.00000,2018-01-15 00:00:00,2020-11-27 00:00:00,,,,,,
385,41,Activity,26,78,100,,0.50000,,0.50000,2018-02-05 00:00:00,2018-02-15 00:00:00,,,,,,
386,28,Activity,26,137,100,,6.00000,,6.00000,2018-03-15 00:00:00,2018-04-25 00:00:00,,,,,,
387,28,Activity,16,137,100,,21.75000,,21.75000,2018-01-15 00:00:00,2018-04-27 00:00:00,,,,,,
388,28,Activity,22,137,100,,22.00000,,22.00000,2018-02-12 00:00:00,2018-05-07 00:00:00,,,,,,
389,28,Activity,27,137,100,,26.50000,,26.50000,2018-02-26 00:00:00,2018-04-24 00:00:00,,,,,,
390,28,Activity,8,137,100,,,,,,,,,,,,
392,19,Activity,25,139,100,,,,,,,4,0.00,,,,
393,19,Activity,25,140,100,,15.50000,,15.50000,2018-06-22 00:00:00,2018-12-25 00:00:00,4,0.00,,,,
394,51,Activity,25,141,100,,12.50000,,12.50000,2018-04-17 00:00:00,2018-12-07 00:00:00,4,0.00,,,,
396,51,Activity,25,143,100,,2.25000,,2.25000,2018-07-16 00:00:00,2018-08-01 00:00:00,4,0.00,,,,
400,41,Activity,23,147,100,,,,,,,,,,,,
401,22,Activity,15,55,100,,11.00000,,11.00000,2018-03-05 00:00:00,2019-03-13 00:00:00,,,,,,
402,29,Activity,15,88,100,,3.00000,,3.00000,2018-01-03 00:00:00,2018-01-05 00:00:00,,,,,,
403,41,Activity,8,147,100,,9.00000,,9.00000,2018-01-12 00:00:00,2019-02-22 00:00:00,,,,,,
404,42,Activity,8,117,100,,4.00000,,4.00000,2018-02-13 00:00:00,2020-12-18 00:00:00,,,,,,
405,29,Activity,8,148,100,,4.25000,,4.25000,2018-03-12 00:00:00,2018-10-24 00:00:00,,,,,,
406,29,Activity,8,149,100,,4.25000,,4.25000,2018-03-22 00:00:00,2018-03-30 00:00:00,,,,,,
407,25,Activity,8,150,100,,1.50000,,1.50000,2018-10-12 00:00:00,2018-10-26 00:00:00,,,,,,
408,42,Activity,8,151,100,,4.00000,,4.00000,2018-02-05 00:00:00,2019-02-25 00:00:00,,,,,,
409,42,Activity,19,151,100,,1.25000,,1.25000,2020-03-17 00:00:00,2020-07-13 00:00:00,,,,,,
410,42,Activity,8,152,100,,5.75000,,5.75000,2018-01-02 00:00:00,2019-01-28 00:00:00,,,,,,
411,22,Activity,8,55,100,,10.25000,,10.25000,2018-01-08 00:00:00,2019-06-26 00:00:00,,,,,,
412,22,Activity,4,55,100,,51.25000,,51.25000,2018-01-04 00:00:00,2020-03-11 00:00:00,1,100.00,,5125.00,,5125.00
413,22,Activity,4,56,100,,0.50000,,0.50000,2018-03-02 00:00:00,2018-03-02 00:00:00,,,,,,
414,22,Activity,4,79,100,,1.50000,,1.50000,2018-02-27 00:00:00,2018-02-28 00:00:00,,,,,,
415,22,Activity,4,131,100,,14.50000,,14.50000,2018-02-13 00:00:00,2018-08-30 00:00:00,1,100.00,,1450.00,,1450.00
416,25,Activity,4,150,100,,22.75000,,22.75000,2018-01-08 00:00:00,2018-03-30 00:00:00,,,,,,
417,42,Activity,4,151,100,,5.50000,,5.50000,2018-01-12 00:00:00,2018-08-27 00:00:00,1,100.00,,550.00,,550.00
418,41,Activity,4,147,100,,1.75000,,1.75000,2018-02-26 00:00:00,2018-08-08 00:00:00,1,100.00,,175.00,,175.00
419,19,Activity,4,65,100,,2.25000,,2.25000,2018-01-30 00:00:00,2018-04-16 00:00:00,1,100.00,,225.00,,225.00
420,19,Activity,4,67,100,,1.75000,,1.75000,2018-02-05 00:00:00,2018-04-11 00:00:00,1,100.00,,175.00,,175.00
421,19,Activity,4,139,100,,0.25000,,0.25000,2018-03-13 00:00:00,2018-03-13 00:00:00,,,,,,
422,19,Activity,4,140,100,,15.50000,,15.50000,2018-03-12 00:00:00,2018-05-17 00:00:00,1,100.00,,1550.00,,1550.00
423,19,Activity,4,66,100,,11.00000,,11.00000,2018-01-30 00:00:00,2018-05-18 00:00:00,1,100.00,,1100.00,,1100.00
424,45,Activity,4,153,100,,,,,,,,,,,,
425,45,Activity,7,153,100,,,,,,,,,,,,
426,45,Activity,22,153,100,,,,,,,,,,,,
427,45,Activity,25,153,100,,,,,,,,,,,,
428,22,Activity,12,55,100,,28.50000,,28.50000,2018-04-20 00:00:00,2020-11-06 00:00:00,,,,,,
429,22,Activity,34,55,100,,88.00000,,88.00000,2018-01-02 00:00:00,2020-12-01 00:00:00,1,,,,,
430,22,Activity,34,56,100,,,,,,,,,,,,
431,22,Activity,34,57,100,,,,,,,,,,,,
432,22,Activity,34,129,100,,1.00000,,1.00000,2018-02-13 00:00:00,2018-02-14 00:00:00,1,,,,,
433,22,Activity,12,129,100,,4.25000,,4.25000,2018-05-02 00:00:00,2018-05-21 00:00:00,,,,,,
434,22,Activity,15,57,100,,4.50000,,4.50000,2018-04-12 00:00:00,2018-04-18 00:00:00,,,,,,
435,22,Activity,27,57,100,,0.00000,,0.00000,,,,,,,,
436,22,Activity,12,131,100,,14.00000,,14.00000,2018-05-02 00:00:00,2020-10-02 00:00:00,,,,,,
437,22,Activity,34,131,100,,,,,,,,,,,,
438,25,Activity,12,150,100,,3.00000,,3.00000,2018-05-29 00:00:00,2018-05-31 00:00:00,,,,,,
439,25,Activity,19,150,100,,4.75000,,4.75000,2020-03-30 00:00:00,2021-01-20 00:00:00,,,,,,
440,28,Activity,33,137,100,,15.00000,,15.00000,2018-04-23 00:00:00,2018-11-02 00:00:00,4,,,,,
441,32,Activity,26,154,100,,1.00000,,1.00000,2018-03-30 00:00:00,2018-03-30 00:00:00,,,,,,
442,32,Activity,34,154,100,,3.00000,,3.00000,2018-02-20 00:00:00,2019-11-18 00:00:00,1,,,,,
443,32,Activity,1,154,100,,,,,,,,,,,,
444,32,Activity,12,154,100,,0.00000,,0.00000,,,,,,,,
445,32,Activity,25,154,100,,0.50000,,0.50000,2018-04-30 00:00:00,2018-04-30 00:00:00,1,,,,,
446,32,Activity,8,154,100,,,,,,,,,,,,
447,27,Activity,26,155,100,,0.25000,,0.25000,2018-04-05 00:00:00,2018-04-05 00:00:00,,,,,,
448,27,Activity,4,155,100,,,,,,,1,0.00,,,,
449,27,Activity,19,155,100,,0.50000,,0.50000,2018-04-05 00:00:00,2018-04-05 00:00:00,,,,,,
450,27,Activity,5,155,100,,,,,,,,,,,,
451,27,Activity,8,155,100,,,,,,,,,,,,
452,27,Activity,12,155,100,,0.75000,,0.75000,2018-04-05 00:00:00,2020-10-14 00:00:00,,,,,,
453,27,Activity,34,155,100,,0.50000,,0.50000,2018-04-04 00:00:00,2018-04-04 00:00:00,1,,,,,
454,32,Activity,24,154,100,,1.50000,,1.50000,2018-04-02 00:00:00,2018-04-12 00:00:00,,,,,,
455,32,Activity,18,154,100,,,,,,,,,,,,
456,32,Activity,19,154,100,,1.00000,,1.00000,2019-11-29 00:00:00,2019-11-29 00:00:00,,,,,,
457,32,Activity,15,154,100,,,,,,,,,,,,
458,36,Activity,15,156,100,,0.00000,,0.00000,,,,,,,,
459,36,Activity,16,156,100,,2.00000,,2.00000,2018-04-03 00:00:00,2018-04-04 00:00:00,,,,,,
460,29,Activity,19,157,100,,,,,,,,,,,,
461,29,Activity,15,157,100,,,,,,,,,,,,
462,29,Activity,27,157,100,,1.00000,,1.00000,2018-04-25 00:00:00,2018-04-25 00:00:00,,,,,,
463,29,Activity,16,157,100,,19.00000,,19.00000,2018-02-14 00:00:00,2018-04-18 00:00:00,,,,,,
464,29,Activity,33,157,100,,,,,,,4,0.00,,,,
465,29,Activity,16,158,100,,5.00000,,5.00000,2018-03-29 00:00:00,2018-04-12 00:00:00,,,,,,
466,47,Activity,15,104,100,,0.50000,,0.50000,2018-04-19 00:00:00,2018-04-19 00:00:00,,,,,,
467,47,Activity,15,106,100,,,,,,,,,,,,
468,47,Activity,15,107,100,,,,,,,,,,,,
469,27,Activity,15,155,100,,0.50000,,0.50000,2018-04-04 00:00:00,2018-04-04 00:00:00,,0.00,,,,
470,47,Activity,15,105,100,,,,,,,,,,,,
471,32,Activity,16,154,100,,,,,,,,,,,,
472,32,Activity,7,154,100,,,,,,,1,,,,,
473,55,Activity,4,159,100,,,,,,,1,0.00,,,,
474,55,Activity,4,160,100,,,,,,,,0.00,,,,
475,55,Activity,4,161,100,,,,,,,1,0.00,,,,
476,55,Activity,4,162,100,,,,,,,,0.00,,,,
477,55,Activity,4,163,100,,,,,,,,0.00,,,,
478,55,Activity,4,164,100,,,,,,,1,0.00,,,,
479,55,Activity,4,165,100,,,,,,,1,,,,,
480,32,Activity,4,154,100,,,,,,,1,,,,,
481,22,Activity,26,57,100,,0.25000,,0.25000,2018-04-16 00:00:00,2018-04-16 00:00:00,,,,,,
482,29,Activity,26,157,100,,7.25000,,7.25000,2018-04-12 00:00:00,2018-05-09 00:00:00,,,,,,
483,55,Activity,25,159,100,,,,,,,1,0.00,,,,
484,55,Activity,25,160,100,,,,,,,1,0.00,,,,
485,55,Activity,25,161,100,,2.00000,,2.00000,2018-04-11 00:00:00,2018-07-02 00:00:00,1,0.00,,,,
486,55,Activity,25,162,100,,19.75000,,19.75000,2018-04-16 00:00:00,2018-08-04 00:00:00,1,0.00,,,,
487,55,Activity,25,163,100,,3.00000,,3.00000,2018-05-16 00:00:00,2018-05-22 00:00:00,1,0.00,,,,
488,55,Activity,25,164,100,,2.00000,,2.00000,2018-06-19 00:00:00,2018-06-20 00:00:00,1,0.00,,,,
489,55,Activity,25,165,100,,14.50000,,14.50000,2018-08-05 00:00:00,2018-09-20 00:00:00,1,0.00,,,,
490,32,Activity,27,154,100,,,,,,,,,,,,
491,7,Activity,33,17,100,,,,,,,,0.00,,,,
492,7,Activity,27,17,100,,,,,,,,,,,,
493,7,Activity,27,18,100,,,,,,,,,,,,
494,7,Activity,33,18,100,,,,,,,4,0.00,,,,
495,7,Activity,27,19,100,,7.00000,,7.00000,2018-04-05 00:00:00,2018-04-17 00:00:00,,,,,,
496,7,Activity,33,19,100,,5.50000,,5.50000,2018-04-05 00:00:00,2018-04-13 00:00:00,4,0.00,,,,
497,32,Activity,33,154,100,,,,,,,4,,,,,
498,55,Activity,7,159,100,,,,,,,1,0.00,,,,
499,55,Activity,7,160,100,,,,,,,1,0.00,,,,
500,55,Activity,7,161,100,,,,,,,1,0.00,,,,
501,55,Activity,7,162,100,,,,,,,1,0.00,,,,
502,55,Activity,7,163,100,,,,,,,1,0.00,,,,
503,55,Activity,7,164,100,,,,,,,1,0.00,,,,
504,55,Activity,7,165,100,,,,,,,1,0.00,,,,
505,32,Activity,17,154,100,,,,,,,,,,,,
506,32,Activity,3,154,100,,,,,,,,,,,,
507,32,Activity,13,154,100,,,,,,,,,,,,
508,29,Activity,12,157,100,,8.00000,,8.00000,2018-04-02 00:00:00,2018-04-26 00:00:00,,,,,,
509,29,Activity,12,88,100,,7.25000,,7.25000,2018-04-10 00:00:00,2018-08-03 00:00:00,,,,,,
510,42,Activity,12,152,100,,3.75000,,3.75000,2018-04-04 00:00:00,2020-12-30 00:00:00,,,,,,
511,42,Activity,12,151,100,,0.50000,,0.50000,2018-04-06 00:00:00,2018-12-13 00:00:00,,,,,,
512,22,Activity,26,56,100,,0.50000,,0.50000,2018-05-08 00:00:00,2018-05-08 00:00:00,,,,,,
513,56,Activity,34,166,100,,23.00000,,23.00000,2018-04-16 00:00:00,2018-05-18 00:00:00,1,,,,,
514,56,Activity,15,166,100,,7.00000,,7.00000,2018-05-03 00:00:00,2018-05-11 00:00:00,,,,,,
515,56,Activity,5,166,100,,,,,,,,,,,,
516,56,Activity,26,166,100,,0.50000,,0.50000,2018-05-11 00:00:00,2018-05-11 00:00:00,,,,,,
517,56,Activity,16,166,100,,,,,,,,,,,,
518,56,Activity,8,166,100,,32.00000,,32.00000,2018-04-18 00:00:00,2018-06-01 00:00:00,,,,,,
519,56,Activity,22,166,100,,5.00000,,5.00000,2018-05-14 00:00:00,2018-05-18 00:00:00,,,,,,
520,56,Activity,12,166,100,,,,,,,,,,,,
521,56,Activity,33,166,100,,,,,,,4,0.00,,,,
522,56,Activity,27,166,100,,5.00000,,5.00000,2018-05-11 00:00:00,2018-06-29 00:00:00,,,,,,
523,56,Activity,18,166,100,,,,,,,,,,,,
524,56,Activity,15,167,100,,0.00000,,0.00000,,,,,,,,
525,56,Activity,5,167,100,,,,,,,,,,,,
526,56,Activity,26,167,100,,59.50000,,59.50000,2018-05-18 00:00:00,2018-10-22 00:00:00,,,,,,
527,56,Activity,16,167,100,,52.00000,,52.00000,2018-05-21 00:00:00,2018-07-31 00:00:00,,,,,,
528,56,Activity,8,167,100,,,,,,,,,,,,
529,56,Activity,22,167,100,,37.50000,,37.50000,2018-05-21 00:00:00,2018-07-13 00:00:00,,,,,,
530,56,Activity,12,167,100,,17.50000,,17.50000,2018-06-04 00:00:00,2018-07-31 00:00:00,,,,,,
531,56,Activity,33,167,100,,19.00000,,19.00000,2018-05-14 00:00:00,2018-06-14 00:00:00,4,0.00,,,,
532,56,Activity,34,167,100,,46.00000,,46.00000,2018-05-21 00:00:00,2018-07-24 00:00:00,1,,,,,
533,56,Activity,27,167,100,,47.50000,,47.50000,2018-05-14 00:00:00,2018-08-03 00:00:00,,,,,,
534,56,Activity,18,167,100,,19.00000,,19.00000,2018-05-21 00:00:00,2018-07-13 00:00:00,,,,,,
535,56,Activity,15,168,100,,139.00000,,139.00000,2018-05-14 00:00:00,2018-12-28 00:00:00,,,,,,
536,56,Activity,26,168,100,,44.00000,,44.00000,2018-08-15 00:00:00,2018-10-19 00:00:00,,,,,,
537,56,Activity,16,168,100,,,,,,,,,,,,
538,56,Activity,8,168,100,,,,,,,,,,,,
539,56,Activity,22,168,100,,12.50000,,12.50000,2018-11-12 00:00:00,2018-12-28 00:00:00,,,,,,
540,56,Activity,12,168,100,,34.50000,,34.50000,2018-09-04 00:00:00,2019-03-28 00:00:00,,,,,,
541,56,Activity,33,168,100,,88.00000,,88.00000,2018-05-28 00:00:00,2018-10-18 00:00:00,4,0.00,,,,
542,56,Activity,34,168,100,,35.50000,,35.50000,2018-07-26 00:00:00,2019-02-12 00:00:00,1,,,,,
543,56,Activity,27,168,100,,46.00000,,46.00000,2018-08-06 00:00:00,2018-10-18 00:00:00,,,,,,
544,56,Activity,18,168,100,,6.25000,,6.25000,2018-05-28 00:00:00,2018-12-26 00:00:00,,,,,,
545,56,Activity,15,169,100,,,,,,,,,,,,
546,56,Activity,5,169,100,,,,,,,,,,,,
547,56,Activity,26,169,100,,15.00000,,15.00000,2019-03-18 00:00:00,2019-04-08 00:00:00,,,,,,
549,56,Activity,16,169,100,,,,,,,,,,,,
550,56,Activity,8,169,100,,,,,,,,,,,,
551,56,Activity,22,169,100,,96.50000,,96.50000,2018-07-16 00:00:00,2018-12-14 00:00:00,,,,,,
552,56,Activity,12,169,100,,29.25000,,29.25000,2018-07-03 00:00:00,2018-08-31 00:00:00,,,,,,
553,56,Activity,33,169,100,,,,,,,4,0.00,,,,
554,56,Activity,34,169,100,,45.50000,,45.50000,2018-09-17 00:00:00,2018-12-20 00:00:00,1,,,,,
555,56,Activity,27,169,100,,5.00000,,5.00000,2018-09-24 00:00:00,2018-09-28 00:00:00,,,,,,
556,56,Activity,18,169,100,,130.75000,,130.75000,2018-05-30 00:00:00,2019-04-10 00:00:00,,,,,,
557,56,Activity,5,168,100,,,,,,,,,,,,
558,56,Activity,15,170,100,,4.00000,,4.00000,2018-08-14 00:00:00,2018-08-17 00:00:00,,,,,,
559,56,Activity,5,170,100,,,,,,,,,,,,
560,56,Activity,26,170,100,,,,,,,,,,,,
561,56,Activity,16,170,100,,,,,,,,,,,,
562,56,Activity,8,170,100,,,,,,,,,,,,
563,56,Activity,22,170,100,,,,,,,,,,,,
564,56,Activity,12,170,100,,0.00000,,0.00000,,,,,,,,
565,56,Activity,33,170,100,,,,,,,4,0.00,,,,
566,56,Activity,34,170,100,,,,,,,,,,,,
567,56,Activity,27,170,100,,,,,,,,,,,,
568,56,Activity,18,170,100,,,,,,,,,,,,
569,56,Activity,15,171,100,,0.50000,,0.50000,2018-04-24 00:00:00,2018-04-24 00:00:00,,,,,,
570,56,Activity,5,171,100,,,,,,,,,,,,
571,56,Activity,34,171,100,,1.00000,,1.00000,2018-04-24 00:00:00,2018-04-24 00:00:00,1,,,,,
572,56,Activity,8,171,100,,,,,,,,,,,,
573,29,Activity,15,172,100,,0.50000,,0.50000,2018-04-23 00:00:00,2018-04-23 00:00:00,,,,,,
574,47,Activity,16,104,100,,,,,,,,,,,,
575,47,Activity,16,105,100,,,,,,,,,,,,
576,47,Activity,16,106,100,,12.00000,,12.00000,2018-05-07 00:00:00,2018-05-20 00:00:00,,,,,,
577,47,Activity,16,107,100,,,,,,,,,,,,
578,57,Activity,19,173,100,,67.00000,,67.00000,2018-04-10 00:00:00,2018-07-13 00:00:00,,,,,,
579,57,Activity,5,173,100,,1.75000,,1.75000,2018-04-13 00:00:00,2018-06-20 00:00:00,,,,,,
580,57,Activity,19,174,100,,33.00000,,33.00000,2018-07-16 00:00:00,2018-09-07 00:00:00,,,,,,
581,57,Activity,5,174,100,,,,,,,,,,,,
582,57,Activity,19,175,100,,71.00000,,71.00000,2018-09-10 00:00:00,2018-12-28 00:00:00,,,,,,
583,57,Activity,5,175,100,,,,,,,,,,,,
584,57,Activity,19,176,100,,149.00000,,149.00000,2019-01-02 00:00:00,2019-07-12 00:00:00,,,,,,
585,57,Activity,5,176,100,,,,,,,,,,,,
586,57,Activity,19,177,100,,3.00000,,3.00000,2019-06-08 00:00:00,2019-06-29 00:00:00,,,,,,
587,57,Activity,5,177,100,,,,,,,,,,,,
588,22,Activity,15,126,100,,,,,,,,,,,,
589,22,Activity,12,126,100,,,,,,,,,,,,
590,29,Activity,8,178,100,,0.50000,,0.50000,2018-03-28 00:00:00,2018-03-28 00:00:00,,,,,,
591,42,Activity,16,179,100,,1.00000,,1.00000,2018-03-12 00:00:00,2018-03-15 00:00:00,,,,,,
592,42,Activity,8,179,100,,,,,,,,,,,,
593,42,Activity,16,180,100,,1.00000,,1.00000,2018-03-14 00:00:00,2018-03-15 00:00:00,,,,,,
594,42,Activity,8,180,100,,1.25000,,1.25000,2019-01-02 00:00:00,2020-06-22 00:00:00,,,,,,
595,32,Activity,37,59,100,,51.00000,,51.00000,2018-08-15 00:00:00,2020-12-31 00:00:00,1,,,,,
596,32,Activity,37,60,100,,9.00000,,9.00000,2019-02-11 00:00:00,2019-11-29 00:00:00,,,,,,
597,32,Activity,37,154,100,,,,,,,,,,,,
598,56,Activity,37,166,100,,,,,,,,,,,,
599,56,Activity,37,169,100,,,,,,,,,,,,
600,56,Activity,37,167,100,,53.00000,,53.00000,2018-05-14 00:00:00,2018-07-27 00:00:00,,,,,,
601,56,Activity,37,170,100,,,,,,,,,,,,
602,56,Activity,37,168,100,,51.00000,,51.00000,2018-07-30 00:00:00,2018-10-18 00:00:00,,,,,,
603,22,Activity,26,126,100,,1.50000,,1.50000,2018-05-10 00:00:00,2018-10-29 00:00:00,,,,,,
604,22,Activity,16,55,100,,6.25000,,6.25000,2018-01-23 00:00:00,2020-05-18 00:00:00,,,,,,
605,32,Activity,11,154,100,,,,,,,,,,,,
606,29,Activity,25,181,100,,7.87000,,7.87000,2018-05-25 00:00:00,2018-12-19 00:00:00,1,0.00,,,,
607,32,Activity,29,154,100,,,,,,,,,,,,
608,22,Activity,29,55,100,,67.00000,,67.00000,2018-04-12 00:00:00,2021-01-15 00:00:00,,,,,,
609,22,Activity,29,79,100,,1.00000,,1.00000,2020-12-16 00:00:00,2020-12-18 00:00:00,,,,,,
610,29,Activity,29,182,100,,38.50000,,38.50000,2018-01-18 00:00:00,2018-06-04 00:00:00,,,,,,
611,58,Activity,29,183,100,,13.50000,,13.50000,2018-05-17 00:00:00,2018-06-11 00:00:00,,,,,,
612,58,Activity,5,183,100,,,,,,,,,,,,
613,58,Activity,29,184,100,,30.00000,,30.00000,2018-06-12 00:00:00,2018-09-06 00:00:00,,,,,,
614,58,Activity,5,184,100,,,,,,,,,,,,
615,58,Activity,5,185,100,,,,,,,,,,,,
616,58,Activity,29,185,100,,5.00000,,5.00000,2018-08-09 00:00:00,2018-09-17 00:00:00,,,,,,
617,58,Activity,5,186,100,,,,,,,,,,,,
618,58,Activity,29,186,100,,2.00000,,2.00000,2018-09-18 00:00:00,2018-09-20 00:00:00,,,,,,
619,32,Activity,9,154,100,,,,,,,,,,,,
620,57,Activity,38,173,100,,39.00000,,39.00000,2018-05-07 00:00:00,2018-06-29 00:00:00,1,0.00,,,,
621,57,Activity,38,174,100,,43.00000,,43.00000,2018-07-02 00:00:00,2018-09-14 00:00:00,1,0.00,,,,
622,57,Activity,38,175,100,,69.00000,,69.00000,2018-09-17 00:00:00,2018-12-28 00:00:00,1,0.00,,,,
624,57,Activity,38,176,100,,135.50000,,135.50000,2019-01-02 00:00:00,2019-07-12 00:00:00,1,0.00,,,,
625,57,Activity,38,177,100,,2.00000,,2.00000,2019-06-08 00:00:00,2019-06-29 00:00:00,1,0.00,,,,
626,32,Activity,38,59,100,,,,,,,1,0.00,,,,
627,32,Activity,38,60,100,,,,,,,1,0.00,,,,
628,32,Activity,38,154,100,,,,,,,1,0.00,,,,
629,2,Activity,18,187,100,,4.00000,,4.00000,2018-05-10 00:00:00,2018-05-17 00:00:00,,,,,,
630,49,Activity,11,118,100,,,,,,,,,,,,
631,50,Activity,11,119,100,,,,,,,,,,,,
632,50,Activity,11,120,100,,,,,,,,,,,,
633,50,Activity,11,121,100,,,,,,,,,,,,
634,6,Activity,4,34,100,,,,,,,1,0.00,,,,
635,6,Activity,4,35,100,,,,,,,1,0.00,,,,
636,6,Activity,4,36,100,,,,,,,1,0.00,,,,
637,6,Activity,4,37,100,,12.50000,,12.50000,2018-05-09 00:00:00,2018-06-19 00:00:00,1,0.00,,1250.00,,1250.00
638,6,Activity,4,38,100,,,,,,,1,0.00,,,,
640,4,Activity,4,13,100,,,,,,,1,0.00,,,,
641,4,Activity,4,14,100,,,,,,,1,0.00,,,,
642,4,Activity,4,15,100,,,,,,,1,0.00,,,,
643,4,Activity,4,16,100,,1.25000,,1.25000,2018-04-20 00:00:00,2018-05-30 00:00:00,1,0.00,,125.00,,125.00
644,4,Activity,4,115,100,,6.50000,,6.50000,2018-04-23 00:00:00,2018-05-04 00:00:00,1,0.00,,650.00,,650.00
645,32,Activity,22,154,100,,,,,,,,,,,,
646,56,Activity,40,166,100,,0.00000,,0.00000,,,,,,,,
647,56,Activity,40,169,100,,,,,,,,,,,,
648,56,Activity,40,167,100,,32.00000,,32.00000,2018-06-19 00:00:00,2018-08-01 00:00:00,,,,,,
649,56,Activity,40,168,100,,58.00000,,58.00000,2018-08-02 00:00:00,2019-03-29 00:00:00,,,,,,
650,56,Activity,40,171,100,,,,,,,,,,,,
651,56,Activity,41,166,100,,,,,,,,,,,,
652,56,Activity,41,169,100,,41.00000,,41.00000,2018-08-20 00:00:00,2018-10-19 00:00:00,,,,,,
653,56,Activity,41,167,100,,35.00000,,35.00000,2018-06-22 00:00:00,2018-08-10 00:00:00,,,,,,
654,56,Activity,41,168,100,,4.00000,,4.00000,2018-08-14 00:00:00,2018-08-17 00:00:00,,,,,,
655,56,Activity,41,170,100,,,,,,,,,,,,
656,56,Activity,40,170,100,,,,,,,,,,,,
657,32,Activity,40,59,100,,13.00000,,13.00000,2018-10-18 00:00:00,2019-06-07 00:00:00,,,,,,
658,32,Activity,40,60,100,,4.00000,,4.00000,2018-12-03 00:00:00,2018-12-19 00:00:00,,,,,,
659,32,Activity,40,154,100,,,,,,,,,,,,
660,22,Activity,42,55,100,,,,,,,,,,,,
661,22,Activity,42,127,100,,,,,,,,,,,,
662,32,Activity,25,188,100,,3.50000,,3.50000,2018-06-18 00:00:00,2018-09-21 00:00:00,1,0.00,,,,
663,32,Activity,4,188,100,,0.50000,,0.50000,2018-10-09 00:00:00,2018-10-09 00:00:00,1,0.00,,50.00,,50.00
